VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
MOTORCYCLE	KTM	JY	2018	42	12	5	0	0	1	0	1	61
MOTORCYCLE	KTM	JY	2017	34	12	4	0	1	0	0	2	53
MOTORCYCLE	KTM	JY	2016	42	21	6	0	0	0	0	1	70
MOTORCYCLE	KTM	TX	2022	99	9	1	0	0	0	0	0	109
MOTORCYCLE	KTM	TX	2021	107	25	1	0	2	0	0	2	137
MOTORCYCLE	KTM	TX	2020	103	25	5	0	3	1	0	0	137
MOTORCYCLE	KTM	V5	2022	35	1	0	0	0	0	0	0	36
MOTORCYCLE	KTM	V5	2020	54	5	1	0	3	0	0	1	64
MOTORCYCLE	KTM	V5	2019	59	11	1	0	4	0	0	0	75
MOTORCYCLE	KTM	V5	2018	29	11	0	0	1	0	0	0	41
MOTORCYCLE	KTM	V5	2017	60	14	2	0	4	1	0	0	81
MOTORCYCLE	KTM	V5	2016	25	6	1	0	1	0	0	0	33
MOTORCYCLE	KTM	V5	2015	4	2	1	0	0	0	0	0	7
MOTORCYCLE	KTM	390	2022	80	7	1	0	0	0	0	0	88
MOTORCYCLE	KTM	390	2019	0	0	1	0	0	0	0	0	1
MOTORCYCLE	KTM	390	2018	73	29	4	1	3	0	0	0	110
MOTORCYCLE	KTM	390	2017	60	28	8	0	4	0	0	2	102
MOTORCYCLE	KTM	390	2015	47	42	17	0	4	0	0	4	114
MOTORCYCLE	KTM	***	2023	47	4	0	0	0	0	0	0	51
MOTORCYCLE	KTM	***	2022	109	12	0	0	0	0	0	0	121
MOTORCYCLE	KTM	***	2021	130	36	5	0	0	0	0	0	171
MOTORCYCLE	KTM	***	2020	195	69	4	0	6	1	0	2	277
MOTORCYCLE	KTM	***	2019	156	59	5	0	4	1	0	2	227
MOTORCYCLE	KTM	***	2018	154	74	6	1	9	0	0	2	246
MOTORCYCLE	KTM	***	2017	129	60	14	0	12	1	0	3	219
MOTORCYCLE	KTM	***	2016	188	109	15	0	24	1	0	7	344
MOTORCYCLE	KTM	***	2015	136	68	19	0	21	2	0	3	249
MOTORCYCLE	KTM	***	2014	143	74	8	0	16	0	0	4	245
MOTORCYCLE	KTM	***	2013	134	76	13	0	10	0	0	0	233
MOTORCYCLE	KTM	***	2012	95	55	12	0	20	1	0	2	185
MOTORCYCLE	KTM	***	2011	42	52	15	1	8	2	0	0	120
MOTORCYCLE	KTM	***	2010	91	81	11	0	22	1	0	5	211
MOTORCYCLE	KTM	***	2009	77	70	20	0	14	0	0	8	189
MOTORCYCLE	KTM	***	2008	83	94	18	0	17	2	0	7	221
MOTORCYCLE	KTM	***	2007	71	105	25	0	28	0	0	4	233
MOTORCYCLE	KTM	***	2006	53	79	19	0	12	2	0	5	170
MOTORCYCLE	KTM	***	2005	51	69	22	1	11	0	0	5	159
MOTORCYCLE	KTM	***	2004	39	55	9	0	5	0	0	2	110
MOTORCYCLE	KTM	***	2003	26	82	11	0	9	0	0	1	129
MOTORCYCLE	KTM	***	2002	30	78	22	0	6	1	0	4	141
MOTORCYCLE	KTM	***	2001	18	50	8	0	7	1	0	0	84
MOTORCYCLE	KTM	***	2000	4	21	3	0	2	0	0	0	30
MOTORCYCLE	KTM	***	1999	3	13	2	0	0	0	0	1	19
MOTORCYCLE	KTM	***	1998	1	5	1	0	0	1	0	0	8
MOTORCYCLE	KTM	***	1997	1	5	1	0	0	0	0	0	7
MOTORCYCLE	KTM	***	1996	2	4	2	0	0	0	0	0	8
MOTORCYCLE	KTM	***	1995	1	0	1	0	0	0	0	0	2
MOTORCYCLE	KTM	***	1994	0	3	0	0	0	0	0	0	3
MOTORCYCLE	KTM	***	1992	1	5	0	0	1	0	0	0	7
MOTORCYCLE	KTM	***	1991	0	4	0	0	0	0	0	0	4
MOTORCYCLE	KTM	***	1990	0	7	6	0	0	0	0	0	13
MOTORCYCLE	KTM	***	1989	0	7	1	0	0	0	0	0	8
MOTORCYCLE	KTM	***	1988	0	4	0	0	0	0	0	0	4
MOTORCYCLE	KTM	***	1987	0	2	0	0	0	0	0	0	2
MOTORCYCLE	KTM	***	1986	0	5	2	0	0	0	0	0	7
MOTORCYCLE	KTM	***	1985	0	5	2	0	0	0	0	0	7
MOTORCYCLE	KTM	***	1983	0	31	12	0	0	1	0	0	44
MOTORCYCLE	KTM	***	1982	0	3	0	0	0	0	0	0	3
MOTORCYCLE	KTM	***	1981	0	1	1	0	0	0	0	0	2
MOTORCYCLE	KTM	***	1979	0	2	0	0	0	0	0	0	2
MOTORCYCLE	KTM	***	1978	0	1	0	0	0	1	0	0	2
MOTORCYCLE	KTM	***	1977	0	1	0	0	0	0	0	0	1
MOTORCYCLE	KTM	***	1976	0	5	0	0	0	0	0	0	5
MOTORCYCLE	KTM	***	1974	0	1	0	0	0	0	0	0	1
MOTORCYCLE	KTM	***	1961	0	1	0	0	0	0	0	0	1
MOTORCYCLE	PIAG	VES	2011	1	0	0	0	0	0	0	0	1
MOTORCYCLE	PIAG	VES	2006	165	221	37	1	13	0	0	3	440
MOTORCYCLE	PIAG	VES	2005	32	53	5	0	5	0	0	0	95
MOTORCYCLE	PIAG	VES	1991	1	0	0	0	0	0	0	0	1
MOTORCYCLE	PIAG	VES	1987	0	1	0	0	0	0	0	0	1
MOTORCYCLE	PIAG	VES	1986	0	3	0	0	0	0	0	0	3
MOTORCYCLE	PIAG	VES	1985	1	1	1	0	0	0	0	0	3
