VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
TRAILER	EZLO	BOA	1999	0	1	0	0	0	0	0	0	1
TRAILER	EZLO	BOA	1998	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	BOA	1997	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	BOA	1996	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	BOA	1995	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	BOA	1994	2	0	0	0	1	0	0	0	3
TRAILER	EZLO	BOA	1993	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BOA	1991	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	BOA	1989	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BOA	1988	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	BOA	1987	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	BOA	1986	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	BOA	1985	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BOA	1984	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BOA	1983	5	1	0	0	0	0	0	0	6
TRAILER	EZLO	BOA	1982	6	0	0	0	1	0	0	0	7
TRAILER	EZLO	BOA	1981	5	2	0	0	0	0	0	0	7
TRAILER	EZLO	BOA	1980	10	1	0	0	0	0	0	0	11
TRAILER	EZLO	BOA	1979	8	1	0	0	1	0	0	0	10
TRAILER	EZLO	BOA	1978	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	BOA	1977	5	1	0	0	0	0	0	0	6
TRAILER	EZLO	BOA	1976	12	0	0	0	1	1	0	0	14
TRAILER	EZLO	BOA	1975	8	1	0	0	0	1	0	0	10
TRAILER	EZLO	BOA	1974	6	0	0	0	1	0	0	0	7
TRAILER	EZLO	BOA	1973	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	BOA	1972	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BOA	1965	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	2021	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	2019	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	2015	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	BT	2014	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	BT	2013	6	0	0	0	1	0	0	0	7
TRAILER	EZLO	BT	2012	12	1	0	0	1	0	0	0	14
TRAILER	EZLO	BT	2011	5	1	0	0	1	0	0	0	7
TRAILER	EZLO	BT	2010	1	0	0	0	1	0	0	0	2
TRAILER	EZLO	BT	2009	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	2007	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	2006	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	BT	2004	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	2003	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	2002	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	BT	2000	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1999	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	BT	1998	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	1997	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	1994	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	1993	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	1992	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1991	1	1	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1990	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1989	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	BT	1988	3	1	0	0	1	0	0	0	5
TRAILER	EZLO	BT	1987	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1986	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	BT	1985	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	BT	1984	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	BT	1983	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	BT	1982	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	BT	1981	4	2	0	0	1	0	0	0	7
TRAILER	EZLO	BT	1980	17	4	0	0	0	0	0	0	21
TRAILER	EZLO	BT	1979	14	4	0	0	0	0	0	0	18
TRAILER	EZLO	BT	1978	13	3	0	0	0	0	0	0	16
TRAILER	EZLO	BT	1977	18	3	0	0	1	0	0	0	22
TRAILER	EZLO	BT	1976	15	1	0	0	2	0	0	0	18
TRAILER	EZLO	BT	1975	22	1	0	0	0	0	0	0	23
TRAILER	EZLO	BT	1974	13	2	0	0	0	0	0	0	15
TRAILER	EZLO	BT	1973	11	1	0	0	0	0	0	0	12
TRAILER	EZLO	BT	1972	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	BT	1971	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZB	2018	90	1	0	0	1	0	0	0	92
TRAILER	EZLO	EZB	2017	122	6	0	0	1	0	0	0	129
TRAILER	EZLO	EZB	2016	123	3	0	0	4	0	0	0	130
TRAILER	EZLO	EZB	2015	128	1	0	0	1	0	0	0	130
TRAILER	EZLO	EZB	2014	152	5	0	0	0	1	0	0	158
TRAILER	EZLO	EZB	2013	273	6	0	0	2	1	0	0	282
TRAILER	EZLO	EZB	2012	307	20	0	0	3	2	0	0	332
TRAILER	EZLO	EZB	2011	444	13	0	0	5	0	0	0	462
TRAILER	EZLO	EZB	2010	348	25	1	0	6	1	0	0	381
TRAILER	EZLO	EZB	2009	399	20	0	0	7	2	0	0	428
TRAILER	EZLO	EZB	2008	694	27	0	0	11	4	0	0	736
TRAILER	EZLO	EZB	2007	453	17	0	0	16	1	0	0	487
TRAILER	EZLO	EZB	2006	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZB	2005	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZB	2004	6	1	0	0	0	0	0	0	7
TRAILER	EZLO	EZB	2003	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZB	2002	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZB	2001	252	17	1	0	4	0	0	0	274
TRAILER	EZLO	EZB	2000	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZB	1992	32	6	0	0	0	0	0	0	38
TRAILER	EZLO	EZB	1991	628	65	1	0	26	5	0	0	725
TRAILER	EZLO	EZB	1990	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZB	1988	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZB	1981	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZL	2022	1	1	0	0	0	0	0	0	2
TRAILER	EZLO	EZL	2021	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZL	2020	0	1	0	0	0	0	0	0	1
TRAILER	EZLO	EZL	2019	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZL	2018	127	2	0	0	2	0	0	0	131
TRAILER	EZLO	EZL	2017	131	8	0	0	0	0	0	0	139
TRAILER	EZLO	EZL	2016	81	4	0	0	1	0	0	0	86
TRAILER	EZLO	EZL	2015	129	2	0	0	5	0	0	0	136
TRAILER	EZLO	EZL	2014	88	4	0	0	2	0	0	0	94
TRAILER	EZLO	EZL	2013	114	2	1	0	1	0	0	0	118
TRAILER	EZLO	EZL	2012	110	7	0	0	5	0	0	0	122
TRAILER	EZLO	EZL	2011	151	8	0	0	5	1	0	0	165
TRAILER	EZLO	EZL	2010	140	7	1	0	3	1	0	0	152
TRAILER	EZLO	EZL	2009	129	11	0	0	2	0	0	0	142
TRAILER	EZLO	EZL	2008	367	15	0	0	5	2	0	0	389
TRAILER	EZLO	EZL	2007	470	21	0	0	8	1	0	0	500
TRAILER	EZLO	EZL	2006	19	1	0	0	2	0	0	0	22
TRAILER	EZLO	EZL	2005	41	3	0	0	1	0	0	0	45
TRAILER	EZLO	EZL	2004	41	4	0	0	1	0	0	0	46
TRAILER	EZLO	EZL	2003	48	3	0	0	4	0	0	0	55
TRAILER	EZLO	EZL	2002	477	24	0	0	11	3	0	0	515
TRAILER	EZLO	EZL	2001	713	45	1	0	18	0	0	0	777
TRAILER	EZLO	EZL	2000	628	53	1	0	22	4	0	0	708
TRAILER	EZLO	EZL	1999	726	53	0	0	18	5	0	0	802
TRAILER	EZLO	EZL	1998	476	36	0	0	17	1	0	0	530
TRAILER	EZLO	EZL	1997	88	9	0	0	1	1	0	0	99
TRAILER	EZLO	EZL	1996	24	4	0	0	0	0	0	0	28
TRAILER	EZLO	EZL	1995	6	1	0	0	0	0	0	0	7
TRAILER	EZLO	EZL	1994	8	0	0	0	0	0	0	0	8
TRAILER	EZLO	EZL	1993	5	1	0	0	0	0	0	0	6
TRAILER	EZLO	EZL	1992	6	3	0	0	0	0	0	0	9
TRAILER	EZLO	EZL	1991	9	1	0	0	0	0	0	0	10
TRAILER	EZLO	EZL	1990	6	0	0	0	1	0	0	0	7
TRAILER	EZLO	EZL	1989	15	2	0	0	0	0	0	0	17
TRAILER	EZLO	EZL	1988	6	1	0	0	0	0	0	0	7
TRAILER	EZLO	EZL	1987	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	EZL	1986	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	EZL	1985	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	EZL	1984	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	EZL	1983	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZL	1982	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZL	1981	8	1	0	0	0	0	0	0	9
TRAILER	EZLO	EZL	1980	8	1	0	0	0	0	0	0	9
TRAILER	EZLO	EZL	1979	7	0	0	0	0	1	0	0	8
TRAILER	EZLO	EZL	1978	9	3	0	0	0	2	0	0	14
TRAILER	EZLO	EZL	1977	13	1	0	0	0	0	0	0	14
TRAILER	EZLO	EZL	1976	14	2	0	0	0	0	0	0	16
TRAILER	EZLO	EZL	1975	2	2	0	0	0	0	0	0	4
TRAILER	EZLO	EZL	1974	8	0	0	0	0	0	0	0	8
TRAILER	EZLO	EZL	1973	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	EZL	1972	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZL	1971	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZL	1969	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZN	2018	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZN	2017	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZN	2016	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	EZN	2015	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZN	2014	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZN	2012	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZN	2010	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZN	2008	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZN	2007	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZN	2004	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZN	2003	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZN	2001	2	0	0	0	0	1	0	0	3
TRAILER	EZLO	EZN	2000	4	1	0	0	0	1	0	0	6
TRAILER	EZLO	EZN	1999	6	1	0	0	0	0	0	0	7
TRAILER	EZLO	EZN	1998	5	1	0	0	0	0	0	0	6
TRAILER	EZLO	EZN	1997	11	2	0	0	0	0	0	0	13
TRAILER	EZLO	EZN	1996	41	3	0	0	0	0	0	0	44
TRAILER	EZLO	EZN	1995	45	9	0	0	4	1	0	0	59
TRAILER	EZLO	EZN	1994	68	7	0	0	1	1	0	0	77
TRAILER	EZLO	EZN	1993	97	10	0	0	5	2	0	0	114
TRAILER	EZLO	EZN	1992	103	10	0	0	7	0	0	0	120
TRAILER	EZLO	EZN	1991	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZP	2022	0	1	0	0	0	0	0	0	1
TRAILER	EZLO	EZP	2018	61	1	0	0	0	0	0	0	62
TRAILER	EZLO	EZP	2017	74	0	0	0	0	0	0	0	74
TRAILER	EZLO	EZP	2016	101	4	0	0	1	0	0	0	106
TRAILER	EZLO	EZP	2015	111	3	0	0	0	0	0	0	114
TRAILER	EZLO	EZP	2014	149	5	0	0	3	1	0	0	158
TRAILER	EZLO	EZP	2013	104	1	0	0	1	0	0	0	106
TRAILER	EZLO	EZP	2012	83	2	0	0	2	1	0	0	88
TRAILER	EZLO	EZP	2011	87	3	0	0	2	0	0	0	92
TRAILER	EZLO	EZP	2010	11	0	0	0	0	0	0	0	11
TRAILER	EZLO	EZP	2009	38	3	0	0	1	0	0	0	42
TRAILER	EZLO	EZP	2008	64	1	0	0	0	0	0	0	65
TRAILER	EZLO	EZP	2007	57	4	0	0	1	0	0	0	62
TRAILER	EZLO	EZP	2006	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZP	2005	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	EZP	2004	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZP	2003	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZP	2002	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZP	2001	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZP	2000	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZP	1998	7	0	0	0	2	0	0	0	9
TRAILER	EZLO	EZP	1997	13	0	0	0	0	2	0	0	15
TRAILER	EZLO	EZP	1996	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZP	1995	8	0	0	0	0	0	0	0	8
TRAILER	EZLO	EZP	1994	8	1	0	0	1	0	0	0	10
TRAILER	EZLO	EZP	1993	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZP	1992	4	1	0	0	0	0	0	0	5
TRAILER	EZLO	EZP	1991	1	1	0	0	1	0	0	0	3
TRAILER	EZLO	EZR	2017	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZR	2016	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	2014	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	EZR	2013	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	2012	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZR	2011	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZR	2010	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZR	2009	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	2008	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZR	2007	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	EZR	2006	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZR	2003	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	2002	2	0	0	0	1	0	0	0	3
TRAILER	EZLO	EZR	1993	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	1992	38	3	0	0	3	0	0	0	44
TRAILER	EZLO	EZR	1991	398	57	2	0	10	3	0	0	470
TRAILER	EZLO	EZR	1988	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZR	1981	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZT	2018	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	EZT	2017	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZT	2016	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZT	2015	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZT	2014	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	EZT	2013	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZT	2012	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZT	2011	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZT	2009	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZT	2008	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZT	2007	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZT	2006	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZT	2005	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZT	2004	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZT	2002	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZT	2001	8	0	0	0	0	0	0	0	8
TRAILER	EZLO	EZT	2000	101	12	0	0	0	1	0	0	114
TRAILER	EZLO	EZT	1999	397	44	0	0	4	3	0	0	448
TRAILER	EZLO	EZT	1998	434	42	0	0	9	8	0	0	493
TRAILER	EZLO	EZT	1997	442	50	2	0	14	4	0	0	512
TRAILER	EZLO	EZT	1996	341	36	0	0	7	4	0	0	388
TRAILER	EZLO	EZT	1995	308	27	0	0	17	0	0	0	352
TRAILER	EZLO	EZT	1994	371	51	0	0	12	4	0	0	438
TRAILER	EZLO	EZT	1993	259	30	1	0	13	5	0	0	308
TRAILER	EZLO	EZT	1990	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZW	2018	252	5	0	0	2	1	0	0	260
TRAILER	EZLO	EZW	2017	252	6	0	0	1	0	0	0	259
TRAILER	EZLO	EZW	2016	171	6	0	0	1	1	0	0	179
TRAILER	EZLO	EZW	2015	224	11	0	0	3	0	0	0	238
TRAILER	EZLO	EZW	2014	279	11	0	0	1	2	0	0	293
TRAILER	EZLO	EZW	2013	247	7	0	0	2	0	0	0	256
TRAILER	EZLO	EZW	2012	108	7	0	0	0	1	0	0	116
TRAILER	EZLO	EZW	2011	136	13	0	0	2	0	0	0	151
TRAILER	EZLO	EZW	2010	73	9	0	0	1	0	0	0	83
TRAILER	EZLO	EZW	2009	108	5	0	0	2	0	0	0	115
TRAILER	EZLO	EZW	2008	143	12	0	0	3	2	0	0	160
TRAILER	EZLO	EZW	2007	7	2	0	0	0	0	0	0	9
TRAILER	EZLO	EZW	2006	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	EZW	2005	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZW	2004	1	1	0	0	0	0	0	0	2
TRAILER	EZLO	EZW	2003	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZW	2002	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZW	2001	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	EZW	2000	22	0	0	0	1	0	0	0	23
TRAILER	EZLO	EZW	1999	175	23	5	0	7	3	0	0	213
TRAILER	EZLO	EZW	1998	243	25	2	0	6	4	0	0	280
TRAILER	EZLO	EZW	1997	323	55	0	0	3	1	0	0	382
TRAILER	EZLO	EZW	1996	250	31	0	0	7	0	0	0	288
TRAILER	EZLO	EZW	1995	287	33	1	0	17	1	0	0	339
TRAILER	EZLO	EZW	1994	301	38	1	0	10	4	0	0	354
TRAILER	EZLO	EZW	1993	288	33	1	0	8	4	0	0	334
TRAILER	EZLO	EZW	1992	150	16	0	0	3	1	0	0	170
TRAILER	EZLO	EZW	1991	3	2	1	0	0	0	0	0	6
TRAILER	EZLO	EZ1	2018	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2017	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZ1	2016	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2015	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	EZ1	2014	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2012	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZ1	2010	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2009	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZ1	2007	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2002	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	2001	2	2	0	0	0	0	0	0	4
TRAILER	EZLO	EZ1	2000	10	0	0	0	0	0	0	0	10
TRAILER	EZLO	EZ1	1999	263	24	1	0	7	2	0	0	297
TRAILER	EZLO	EZ1	1998	314	21	0	0	13	4	0	0	352
TRAILER	EZLO	EZ1	1997	235	20	0	0	11	2	0	0	268
TRAILER	EZLO	EZ1	1996	207	22	0	0	7	3	0	0	239
TRAILER	EZLO	EZ1	1995	302	36	0	0	8	2	0	0	348
TRAILER	EZLO	EZ1	1994	326	39	2	0	10	3	0	0	380
TRAILER	EZLO	EZ1	1993	358	42	1	0	9	6	0	0	416
TRAILER	EZLO	EZ1	1992	1042	111	2	0	42	5	0	0	1202
TRAILER	EZLO	EZ1	1991	1	1	0	0	0	0	0	0	2
TRAILER	EZLO	EZ1	1989	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	1988	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	1983	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZ1	1978	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	EZ1	1976	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	EZ1	1971	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	H16	1991	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	H16	1990	139	18	1	0	1	0	0	0	159
TRAILER	EZLO	H16	1989	168	23	0	0	1	0	0	0	192
TRAILER	EZLO	H16	1988	97	5	0	0	1	1	0	0	104
TRAILER	EZLO	H16	1987	111	10	1	0	7	2	0	0	131
TRAILER	EZLO	H16	1986	92	9	1	0	5	2	0	0	109
TRAILER	EZLO	H16	1985	47	11	0	0	3	0	0	0	61
TRAILER	EZLO	H16	1984	33	2	0	0	2	0	0	0	37
TRAILER	EZLO	M48	1990	265	26	0	0	11	0	0	0	302
TRAILER	EZLO	M48	1989	353	32	0	0	15	3	0	0	403
TRAILER	EZLO	M48	1988	488	67	0	0	31	7	0	0	593
TRAILER	EZLO	M48	1987	432	56	0	0	15	11	0	0	514
TRAILER	EZLO	M48	1986	364	49	3	0	12	6	0	0	434
TRAILER	EZLO	M48	1985	351	63	0	0	23	3	0	0	440
TRAILER	EZLO	M48	1984	282	43	0	0	11	4	0	0	340
TRAILER	EZLO	M48	1983	14	3	0	0	1	0	0	0	18
TRAILER	EZLO	M48	1982	31	6	0	0	2	1	0	0	40
TRAILER	EZLO	M48	1981	13	3	0	0	1	0	0	0	17
TRAILER	EZLO	M48	1980	53	4	0	0	0	0	0	0	57
TRAILER	EZLO	M48	1979	52	5	0	0	0	0	0	0	57
TRAILER	EZLO	M48	1978	7	1	0	0	0	0	0	0	8
TRAILER	EZLO	M52	1989	59	8	0	0	3	2	0	0	72
TRAILER	EZLO	M52	1988	92	11	0	0	3	0	0	0	106
TRAILER	EZLO	M52	1987	125	19	0	0	7	1	0	0	152
TRAILER	EZLO	M52	1986	90	13	0	0	4	1	0	0	108
TRAILER	EZLO	M52	1985	53	15	0	0	0	1	0	0	69
TRAILER	EZLO	M52	1984	52	15	1	0	3	0	0	0	71
TRAILER	EZLO	M52	1983	10	4	0	0	1	0	0	0	15
TRAILER	EZLO	M52	1982	7	4	0	0	0	0	0	0	11
TRAILER	EZLO	M52	1981	14	0	0	0	0	0	0	0	14
TRAILER	EZLO	M52	1980	25	2	0	0	0	2	0	0	29
TRAILER	EZLO	M52	1979	35	7	1	0	0	0	0	0	43
TRAILER	EZLO	M52	1978	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	M60	1990	8	0	0	0	1	0	0	0	9
TRAILER	EZLO	M60	1989	30	3	0	0	2	0	0	0	35
TRAILER	EZLO	M60	1988	31	5	0	0	0	0	0	0	36
TRAILER	EZLO	M60	1987	38	8	0	0	0	2	0	0	48
TRAILER	EZLO	M60	1986	34	2	0	1	4	1	0	0	42
TRAILER	EZLO	M60	1985	76	16	0	0	1	1	0	0	94
TRAILER	EZLO	M60	1984	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	M60	1982	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	M60	1980	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	M60	1979	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	M80	1991	2	1	0	0	0	0	0	0	3
TRAILER	EZLO	M80	1990	125	15	0	0	8	1	0	0	149
TRAILER	EZLO	M80	1989	257	26	1	0	10	4	0	0	298
TRAILER	EZLO	M80	1988	310	31	1	0	13	5	0	0	360
TRAILER	EZLO	M80	1987	231	29	0	0	11	0	0	0	271
TRAILER	EZLO	M80	1986	173	29	0	0	14	1	0	0	217
TRAILER	EZLO	M80	1985	50	8	0	0	1	0	0	0	59
TRAILER	EZLO	M80	1984	47	13	0	0	2	0	0	0	62
TRAILER	EZLO	M80	1983	6	1	0	0	0	0	0	0	7
TRAILER	EZLO	M80	1982	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	M80	1981	5	0	0	0	0	0	0	0	5
TRAILER	EZLO	SPN	1991	27	4	0	0	0	0	0	0	31
TRAILER	EZLO	SPN	1990	585	64	2	0	28	4	0	0	683
TRAILER	EZLO	SPN	1989	729	77	2	0	21	4	0	0	833
TRAILER	EZLO	SPN	1988	695	95	0	0	23	18	0	0	831
TRAILER	EZLO	SPN	1987	579	100	0	1	22	5	0	0	707
TRAILER	EZLO	SPN	1986	477	60	0	0	26	11	0	0	574
TRAILER	EZLO	SPN	1985	385	62	1	0	22	6	0	0	476
TRAILER	EZLO	SPN	1984	378	67	0	1	20	3	0	0	469
TRAILER	EZLO	SPN	1983	8	1	0	0	0	0	0	0	9
TRAILER	EZLO	SPN	1982	11	1	0	0	2	1	0	0	15
TRAILER	EZLO	SPN	1981	8	1	0	0	0	0	0	0	9
TRAILER	EZLO	SPN	1980	9	1	0	0	0	0	0	0	10
TRAILER	EZLO	SPR	2001	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	2000	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1994	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1993	0	0	0	0	1	0	0	0	1
TRAILER	EZLO	SPR	1992	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1991	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1990	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	SPR	1989	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	SPR	1988	3	0	0	0	0	0	0	0	3
TRAILER	EZLO	SPR	1987	6	0	0	0	0	0	0	0	6
TRAILER	EZLO	SPR	1986	4	0	0	0	0	0	0	0	4
TRAILER	EZLO	SPR	1985	6	2	0	0	0	0	0	0	8
TRAILER	EZLO	SPR	1984	38	3	0	1	2	0	0	0	44
TRAILER	EZLO	SPR	1983	204	27	0	0	10	2	0	0	243
TRAILER	EZLO	SPR	1982	325	43	1	1	6	7	0	0	383
TRAILER	EZLO	SPR	1981	254	33	0	0	8	3	0	0	298
TRAILER	EZLO	SPR	1980	13	1	0	0	0	0	0	0	14
TRAILER	EZLO	SPR	1978	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1977	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1976	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	SPR	1975	0	1	0	0	0	0	0	0	1
TRAILER	EZLO	TEZ	2020	1	0	0	0	0	0	0	0	1
TRAILER	EZLO	TEZ	2019	2	0	0	0	0	0	0	0	2
TRAILER	EZLO	TEZ	2018	49	3	0	0	1	0	0	0	53
TRAILER	EZLO	TEZ	2017	33	0	0	0	2	0	0	0	35
TRAILER	EZLO	TEZ	2016	30	1	0	0	1	0	0	0	32
TRAILER	EZLO	TEZ	2015	42	3	0	0	3	0	0	0	48
